s_m,x_m,y_m,psi_rad,vx_mps
0.0,-8.979546685917564,5.888035939932294,0.04985680010676399,4.999925501835408
0.03403957601089622,-8.979372403657521,5.8880907201225945,0.05050453822871178,4.999926958705416
0.06806527219792058,-8.97919823506551,5.8881456133343715,0.05115025735356859,4.999929789776276
0.10207727031331848,-8.979024179102376,5.888200619150292,0.05185858920209588,4.99993383724953
0.13607575182651924,-8.978850234728966,5.888255737153025,0.05256395446868171,4.999938882350308
0.17006089792462267,-8.978676400906124,5.88831096692524,0.05333118755387632,4.9999446643811005
0.20403288951289678,-8.9785026765947,5.888366308049604,0.054095111693069096,4.99995090243571
0.23799190721529492,-8.978329060755533,5.888421760108788,0.05485571128788598,4.999957317330713
0.27193813137498435,-8.978155552349472,5.888477322685459,0.055612970835039896,4.999963651449527
0.30587174205489526,-8.977982150337365,5.888532995362286,0.056366874927082616,4.999969684629763
0.33979291903828235,-8.977808853680056,5.888588777721938,0.05711740825314983,4.999975244871748
0.37370184182930555,-8.977635661338391,5.888644669347084,0.05786455559969692,4.999980213392411
0.407598689653623,-8.977462572273216,5.888700669820391,0.05860830185122607,4.999984524275888
0.44148364145900215,-8.977289585445376,5.88875677872453,0.05934863199100571,4.999988159576783
0.4753568759159486,-8.977116699815719,5.888812995642168,0.06008553110178133,4.99999114114051
0.5092185714183426,-8.976943914345089,5.888869320155975,0.06081898436647808,4.999993520583811
0.5430689060841031,-8.976771227994334,5.888925751848618,0.06154897706889354,4.999995368834914
0.5769080577558565,-8.976598639724296,5.888982290302768,0.062275494594383474,4.999996766408957
0.6107362040016293,-8.976426148495824,5.889038935101092,0.06299852243053831,4.999997795255463
0.6445535221155495,-8.976253753269763,5.889095685826259,0.06371804616785075,4.999998532633681
0.6783601891185704,-8.976081453006959,5.889152542060938,0.06443405150037482,4.9999990471150255
0.7121563817592015,-8.975909246668257,5.8892095033877965,0.06514652422637648,4.999999396528828
0.7459422765142646,-8.975737133214505,5.8892665693895045,0.06585545024897518,4.999999627484178
0.7797180495896567,-8.975565111606546,5.889323739648731,0.06656081557677664,4.9999997760195996
0.8134838769211333,-8.975393180805227,5.889381013748144,0.06726260632449645,4.999999868937955
0.8472399341751062,-8.975221339771396,5.889438391270412,0.06796080871357572,4.999999925449324
0.8809863967494522,-8.975049587465897,5.8894958717982036,0.06865540907278725,4.999999958840255
0.9147234397743463,-8.974877922849574,5.889553454914188,0.06934639383883213,4.999999977988234
0.9484512381130971,-8.974706344883277,5.889611140201034,0.07003374955692887,4.999999988628127
0.9821699663630113,-8.974534852527848,5.889668927241409,0.07071746288139256,4.999999994343977
1.015879798856261,-8.974363444744135,5.889726815617984,0.07139752057620517,4.999999997303201
1.0495809096607724,-8.974192120492983,5.889784804913426,0.07207390951557684,4.999999998773543
1.083273472581131,-8.97402087873524,5.889842894710404,0.07274661668449786,4.999999999471063
1.116957661159494,-8.97384971843175,5.889901084591587,0.07341562917928313,4.999999999785072
1.1506336486765245,-8.973678638543356,5.889959374139643,0.07408093420810541,4.9999999999182885
1.1843016081523374,-8.97350763803091,5.890017762937242,0.07474251909152028,4.99999999997112
1.2179617123474609,-8.973336715855252,5.890076250567051,0.07540037126298296,4.999999999990495
1.2516141337638083,-8.973165870977233,5.89013483661174,0.07605447826935482,4.999999999996922
1.2852590446456755,-8.972995102357695,5.890193520653977,0.07670482777140174,4.999999999998696
1.3188966169807352,-8.972824408957486,5.890252302276431,0.07735140754428198,4.999999999998881
1.3525270225010624,-8.97265378973745,5.8903111810617705,0.07799420547802612,4.999999999998467
1.3861504326841645,-8.972483243658436,5.890370156592664,0.07863320957800812,4.999999999997687
1.419767018754027,-8.972312769681286,5.890429228451781,0.07926840796540563,4.999999999996504
1.4533769516821766,-8.972142366766848,5.890488396221789,0.07989978887765324,4.999999999994767
1.4869804021887527,-8.97197203387597,5.8905476594853585,0.0805273406688846,4.999999999992235
1.5205775407435989,-8.971801769969492,5.890607017825157,0.0811510518103663,4.999999999988575
1.5541685375673613,-8.971631574008265,5.890666470823852,0.08177091089092359,4.999999999983327
1.5877535626326071,-8.971461444953134,5.8907260180641146,0.08238690661735544,4.999999999975853
1.6213327856649564,-8.971291381764942,5.890785659128612,0.082999027814841,4.999999999965284
1.6549063761442195,-8.971121383404538,5.890845393600014,0.08360726342733625,4.999999999950438
1.6884745033055548,-8.970951448832768,5.890905221060987,0.0842116025179632,4.999999999929714
1.7220373361406414,-8.970781577010476,5.890965141094202,0.08481203426938941,4.9999999999009646
1.7555950433988599,-8.970611766898509,5.891025153282327,0.08540854798419653,4.999999999861313
1.7891477935884885,-8.97044201745771,5.89108525720803,0.08600113308524182,4.999999999806937
1.8226957549779108,-8.97027232764893,5.891145452453982,0.08658977911601014,4.999999999732773
1.8562390955968395,-8.970102696433012,5.8912057386028485,0.08717447574095699,4.999999999632152
1.8897779832375516,-8.9699331227708,5.8912661152373,0.08775521274584186,4.9999999994963344
1.9233125854561341,-8.969763605623143,5.891326581940005,0.0883319800380522,4.999999999313909
1.9568430695737458,-8.969594143950886,5.891387138293632,0.08890476764691982,4.999999999070049
1.9903696026778883,-8.969424736714874,5.891447783880849,0.08947356572402777,4.9999999987455706
2.0238923516236906,-8.969255382875954,5.8915085182843265,0.0900383645435072,4.999999998315763
2.0574114830352133,-8.96908608139497,5.891569341086732,0.09059915450232583,4.9999999977489065
2.090927163306746,-8.96891683123277,5.891630251870734,0.09115592612056837,4.999999997004459
2.1244395586041414,-8.9687476313502,5.891691250219002,0.09170867004170699,4.999999996030792
2.157948834866143,-8.968578480708103,5.891752335714204,0.09225737703286316,4.999999994762399
2.191455157805729,-8.968409378267328,5.891813507939009,0.09280203798505972,4.999999993116472
2.2249586929114744,-8.96824032298872,5.891874766476086,0.09334264391346637,4.999999990988677
2.2584596054489188,-8.968071313833125,5.8919361109081025,0.09387918595763474,4.999999988248023
2.2919580604619485,-8.967902349761387,5.891997540817728,0.09441165538172339,4.999999984730579
2.325454222774182,-8.967733429734354,5.892059055787631,0.0949400435747167,4.999999980231847
2.358948256990383,-8.96756455271287,5.892120655400481,0.0954643420506341,4.999999974497522
2.3924403274978707,-8.967395717657782,5.892182339238946,0.09598454244872934,4.999999967212324
2.4259305984679433,-8.967226923529937,5.892244106885695,0.09650063653368196,4.999999957986532
2.4594192338573193,-8.96705816929018,5.892305957923396,0.0970126161957811,4.999999946339802
2.4929063974095875,-8.966889453899356,5.892367891934718,0.09752047345109867,4.999999931681772
2.526392252656658,-8.96672077631831,5.89242990850233,0.09802420044165605,4.9999999132888675
2.559876962920236,-8.966552135507891,5.892492007208901,0.09852378943557953,4.999999890276644
2.593360691313304,-8.966383530428942,5.892554187637098,0.09901923282725042,4.999999861566888
2.626843600741607,-8.966214960042311,5.8926164493695925,0.09951052313744496,4.999999825848573
2.660325853905159,-8.966046423308843,5.89267879198905,0.09999765301346433,4.9999997815316615
2.6938076132997457,-8.965877919189383,5.892741215078142,0.10048061522926018,4.999999726692536
2.7272890412184574,-8.965709446644777,5.892803718219536,0.10095940268554726,4.9999996590097435
2.760770299753206,-8.965541004635872,5.8928663009959,0.10143400840991136,4.99999957568847
2.7942515507962775,-8.965372592123515,5.892928962989904,0.10190442555690733,4.999999473372003
2.8277329560418742,-8.965204208068547,5.892991703784215,0.10237064740814796,4.999999348038181
2.8612146769876805,-8.96503585143182,5.893054522961504,0.1028326673723867,4.9999991948785425
2.8946968749364275,-8.964867521174176,5.893117420104438,0.10329047898559056,4.999999008157618
2.928179710997475,-8.964699216256461,5.893180394795686,0.10374407591100632,4.999998781049477
2.9616633460883977,-8.964530935639523,5.893243446617917,0.10419345193921682,4.999998505448242
2.995147940936584,-8.964362678284205,5.893306575153799,0.10463860098819103,4.999998171748946
3.028633656080839,-8.964194443151355,5.893369779986002,0.10507951710332476,4.9999977685946035
3.0621206518730038,-8.964026229201819,5.893433060697193,0.10551619445747462,4.99999728258494
3.0956090884795735,-8.963858035396441,5.893496416870042,0.10594862735098279,4.999996697941667
3.1290991258833314,-8.963689860696068,5.893559848087218,0.10637681021169443,4.9999959961246185
3.1625909238849927,-8.963521704061547,5.893623353931388,0.10680073759496876,4.9999951553924875
3.196084642104848,-8.963353564453723,5.893686933985222,0.10722040418367886,4.999994150301161
3.229580439984425,-8.963185440833438,5.893750587831389,0.10763580478820711,4.999992951131999
3.2630784767881478,-8.963017332161545,5.893814315052556,0.10804693434643205,4.999991523241587
3.2965789116050153,-8.962849237398885,5.893878115231393,0.10845378792370636,4.999989826323666
3.330081903350279,-8.962681155506306,5.893941987950569,0.10885636071282939,4.999987813573068
3.363587610767131,-8.962513085444652,5.894005932792751,0.1092546480340096,4.999985430740532
3.3970961924284024,-8.96234502617477,5.894069949340611,0.10964864533482166,4.999982615066289
3.430607806738262,-8.962176976657506,5.894134037176813,0.11003834819015545,4.999979294079249
3.464122611933932,-8.962008935853707,5.894198195884029,0.11042375230215702,4.999975384247502
3.4976407660874,-8.961840902724216,5.894262425044928,0.1108048535001638,4.999970789464744
3.531162427107148,-8.96167287622988,5.894326724242177,0.11118164774062991,4.999965399355977
3.564687752739884,-8.961504855331546,5.894391093058444,0.11155413110704661,4.999959087384672
3.5982169005722713,-8.961336838990059,5.8944555310764,0.11192229980985577,4.999951708742269
3.631750028032688,-8.961168826166265,5.8945200378787135,0.1122861501863539,4.99994309799962
3.6652872923929656,-8.96100081582101,5.8945846130480515,0.1126456787005912,4.9999330664987225
3.698828850770151,-8.960832806915139,5.894649256167083,0.11300088194326205,4.999921399461737
3.73237486012827,-8.960664798409498,5.894713966818478,0.11335175663159015,4.999907852793068
3.7659254772800947,-8.960496789264935,5.8947787445849045,0.11369829960920627,4.999892149549009
3.7994808588889253,-8.960328778442292,5.894843589049032,0.1140405078460178,4.999873976048301
3.8330411614703657,-8.960160764902419,5.894908499793527,0.11437837843807222,4.999852977595806
3.8666065413941064,-8.95999274760616,5.894973476401059,0.1147119086074153,4.99982875379052
3.9001771548857267,-8.95982472551436,5.895038518454298,0.11504109570194135,4.999800853388246
3.9337531580284897,-8.959656697587867,5.895103625535912,0.11536593719523623,4.999768768688547
3.967334706765137,-8.959488662787525,5.895168797228569,0.11568643068641421,4.999731929415021
4.000921956899708,-8.95932062007418,5.895234033114939,0.11600257389994859,4.99968969605767
4.034515064099345,-8.959152568408678,5.8952993327776895,0.11631436468549732,4.999641352646049
4.068114183896114,-8.958984506751866,5.89536469579949,0.11662180101771873,4.999586098922156
4.1017194716888286,-8.95881643406459,5.895430121763009,0.11692488099608266,4.999523041882581
4.135331082744872,-8.958648349307692,5.895495610250914,0.11722360284467691,4.999451186660438
4.168949172202035,-8.958480251442023,5.895561160845876,0.11751796491200532,4.999369426718969
4.202573895070345,-8.958312139428426,5.895626773130561,0.1178079656707794,4.999276533330632
4.236205406233911,-8.958144012227747,5.895692446687641,0.11809360371770608,4.999171144317817
4.269843860452764,-8.957975868800833,5.895758181099781,0.1183748777732667,4.99905175203435
4.303489412364705,-8.957807708108529,5.895823975949653,0.11865178668149186,4.99891669057048
4.337142216487158,-8.957639529111681,5.8958898308199235,0.11892432940972922,4.9987641221682555
4.370802427219024,-8.957471330771135,5.895955745293262,0.11919250504840546,4.998592022839125
4.404470198842539,-8.957303112047738,5.896021718952337,0.11945631281078438,4.998398167181197
4.438145685525134,-8.957134871902333,5.896087751379817,0.11971575203271469,4.998180112400017
4.471829041321304,-8.956966609295767,5.8961538421583715,0.11997082217237749,4.997935181543851
4.505520420174472,-8.956798323188888,5.896219990870668,0.12022152281002368,4.9976604459724605
4.539219975918862,-8.95663001254254,5.896286197099376,0.12046785364770801,4.997352707087115
4.572927862281368,-8.95646167631757,5.896352460427164,0.12070981450901638,4.99700847735922
4.606644232883438,-8.956293313474822,5.896418780436702,0.12094740533878862,4.996623960705277
4.6403692412429445,-8.956124922975143,5.896485156710656,0.12118062620283511,4.9961950322671616
4.67410304077607,-8.955956503779378,5.896551588831696,0.12140947728764775,4.995717217668568
4.70784578479919,-8.955788054848375,5.896618076382492,0.12163395890010655,4.995185671831181
4.741597626530757,-8.955619575142977,5.89668461894571,0.12185407146717943,4.994595157447417
4.775358719093187,-8.955451063624032,5.896751216104021,0.12206981553561902,4.993940023220455
4.80912921551475,-8.955282519252385,5.8968178674400935,0.12228119177165019,4.9932141819966605
4.84290926873146,-8.955113940988882,5.896884572536595,0.12248820096065793,4.992411088930237
4.876699031588967,-8.95494532779437,5.8969513309761945,0.12269084400686493,4.99152371983498
4.910498656844451,-8.954776678629692,5.897018142341561,0.12288912193300751,4.990544549893103
4.944308297168519,-8.954607992455697,5.897085006215363,0.12308303588000528,4.9894655329062125
4.978128105147092,-8.95443926823323,5.89715192218027,0.12327258710662425,4.9882780812884
5.011958233283317,-8.954270504923135,5.89721888981895,0.12345777698914058,4.98697304701591
5.045798833999453,-8.954101701486259,5.897285908714071,0.12363860702099125,4.9855407037617105
5.079650059638773,-8.95393285688345,5.897352978448303,0.12381507881242709,4.9839707304564165
5.113512062467465,-8.953763970075551,5.8974200986043135,0.12398719409015656,4.982252196529032
5.147384994676531,-8.953595040023409,5.897487268764773,0.12415495469698767,4.980373549091762
5.1812690083836825,-8.953426065687868,5.897554488512347,0.12431836259146575,4.978322602342411
5.215164255635252,-8.953257046029778,5.897621757429708,0.1244774198474999,4.976086529465374
5.249070888408082,-8.95308798000998,5.897689075099523,0.12463212865399512,4.973651857317719
5.282989058611429,-8.952918866589325,5.897756441104459,0.12478249131447303,4.9710044641900994
5.31691891808887,-8.952749704728655,5.8978238550271875,0.12492851024668977,4.968129580932954
5.350860618620191,-8.952580493388815,5.897891316450376,0.12507018798225028,4.9650117957364746
5.384814311923298,-8.952411231530656,5.897958824956692,0.12520752716621583,4.961635062847849
5.418780149656107,-8.95224191811502,5.898026380128806,0.12534053055671202,4.95798271550124
5.452758283418449,-8.952072552102752,5.898093981549386,0.12546920102452877,4.954037483324469
5.486748864753961,-8.951903132454701,5.898161628801101,0.12559354155271543,4.949781514471487
5.520752045151993,-8.95173365813171,5.898229321466619,0.1257135552361741,4.945196402711223
5.554767976049489,-8.951564128094628,5.89829705912861,0.12582924528124945,4.9402632196810785
5.588796808832893,-8.951394541304298,5.898364841369741,0.12594061500531215,4.9349625524874545
5.622838694840043,-8.951224896721568,5.898432667772681,0.12604766783633956,4.9292745468058605
5.6568937853620485,-8.951055193307281,5.8985005379201,0.12615040731249183,4.923178955599724
5.690962231645198,-8.950885430022286,5.898568451394666,0.12624883708168397,4.916655193539871
5.725044184892835,-8.950715605827426,5.898636407779047,0.12634296090115693,4.909682397166006
5.7591397962672515,-8.95054571968355,5.898704406655912,0.12643278263704102,4.902239490787558
5.793249216891571,-8.950375770551503,5.89877244760793,0.12651830626391677,4.894305258074205
5.827372597851627,-8.950205757392128,5.898840530217771,0.12659953586437409,4.885858419236568
5.861510090197854,-8.950035679166273,5.898908654068101,0.12667647562856268,4.876877713645268
5.895661844947152,-8.949865534834785,5.89897681874159,0.12674912985374812,4.867341987682272
5.929828013084773,-8.949695323358508,5.899045023820907,0.12681750294385594,4.857230287562555
5.964008745566192,-8.94952504369829,5.899113268888721,0.12688159940901145,4.846521956807202
5.998204193318971,-8.949354694814975,5.8991815535277,0.12694142386508345,4.835196737991574
6.032414507244635,-8.949184275669408,5.8992498773205115,0.12699698103322016,4.823234878334853
6.06663983822054,-8.949013785222437,5.899318239849826,0.12704827573938351,4.810617238640571
6.100880337101723,-8.948843222434908,5.899386640698313,0.12709531291387471,4.797325405042443
6.135136154722767,-8.948672586267664,5.8994550794486385,0.12713809759086275,4.783341802956583
6.169407441899664,-8.948501875681554,5.899523555683473,0.12717663490790934,4.768649812611186
6.203694349431651,-8.948331089637422,5.899592068985484,0.12721093010548773,4.75323388544761
6.237997028103081,-8.948160227096114,5.899660618937342,0.12724098852649934,4.737079660738264
6.272315628685248,-8.947989287018478,5.899729205121714,0.12726681561578604,4.720174081760749
6.306650301938238,-8.947818268365356,5.89979782712127,0.12728841691964307,4.702505510994142
6.3410011986127675,-8.947647170097598,5.899866484518678,0.1273057980853267,4.684063843999404
6.3753684694520185,-8.947475991176049,5.899935176896606,0.1273189648605567,4.664840621935883
6.409752265193461,-8.947304730561552,5.900003903837724,0.12732792309302027,4.644829143040928
6.444152736570692,-8.947133387214954,5.900072664924699,0.12733267872986956,4.624024573885377
6.4785700343152435,-8.946961960097102,5.900141459740202,0.12733323781721795,4.602424061897996
6.513004309158411,-8.946790448168843,5.9002102878669,0.12732960649963454,4.580026851621749
6.547455711833059,-8.946618850391019,5.900279148887462,0.1273217910196331,4.5568344081873775
6.581924393075433,-8.94644716572448,5.900348042384557,0.12730979771716017,4.532850552140776
6.616410503626967,-8.946275393130069,5.900416967940854,0.12729363302907995,4.508081608787082
6.650914194236071,-8.946103531568633,5.90048592513902,0.1272733034886574,4.482536571588426
6.685435615659938,-8.945931580001018,5.900554913561726,0.12724881572503782,4.456227271939422
6.719974918666331,-8.945759537388069,5.90062393279164,0.1272201764627227,4.429168536679926
6.754532254035359,-8.945587402690634,5.90069298241143,0.12718739252104497,4.401378300756404
6.789107772561263,-8.945415174869556,5.900762062003764,0.12715047081364442,4.372877627651632
6.823701625054192,-8.945242852885682,5.900831171151313,0.12710941834793327,4.343690578598005
6.8583139623419695,-8.94507043569986,5.900900309436744,0.12706424222456392,4.313843869180795
6.892944935271845,-8.944897922272931,5.900969476442725,0.1270149496368971,4.283366265676586
6.927594694712276,-8.944725311565746,5.901038671751927,0.1269615478704614,4.252287708915141
6.962263391554654,-8.944552602539147,5.9011078949470175,0.12690404430241517,4.220638211710945
6.99695117671507,-8.944379794153983,5.9011771456106645,0.126842446401004,4.188446650965697
7.031658201136048,-8.944206885371097,5.901246423325538,0.12677676172501728,4.155739653031303
7.066384615788276,-8.944033875151337,5.901315727674305,0.12670699792324217,4.1225408293394725
7.101130571672331,-8.943860762455548,5.9013850582396365,0.12663316273391334,4.088870633959629
7.135896219820424,-8.943687546244576,5.901454414604199,0.1265552639841654,4.054747065211031
7.170681711298081,-8.943514225479268,5.901523796350663,0.12647330958947858,4.0201873113278
7.205487197205884,-8.943340799120467,5.9015932030616955,0.12638730755312233,3.985210256863035
7.240312828681154,-8.94316726612902,5.901662634319966,0.12629726596560306,3.949839554976124
7.275158756899664,-8.942993625465775,5.901732089708144,0.12620319300410202,3.914106780920979
7.310025133077311,-8.942819876091576,5.901801568808897,0.12610509693191635,3.8780540689225593
7.344912108471819,-8.942646016967268,5.901871071204893,0.12600309000510077,3.8417356420972824
7.379819834384401,-8.9424720470537,5.901940596478804,0.12590677242219708,3.8052177905154965
7.4147484621614295,-8.942297965311715,5.902010144213294,0.12585181385537175,3.7685771175459086
7.449698124809956,-8.942123770880379,5.9020797141712205,0.12589223312878633,3.7318972058707036
7.48466729355518,-8.9419494790046,5.902149322398922,0.1260836772904438,3.695264176127067
7.5196514796465275,-8.941775133634023,5.902219013964077,0.1264817497143886,3.6587618441450056
7.554645899086956,-8.94160078168319,5.9022888369319695,0.1271419889086648,3.622467268393997
7.589645789951728,-8.941426470066656,5.902358839367887,0.12811060575648522,3.586447395519441
7.624646423849152,-8.941252245698964,5.902429069337115,0.1294079840593722,3.5507572803670593
7.659643117417717,-8.941078155494667,5.902499574904942,0.13103635140492784,3.515440036187001
7.69463124388255,-8.94090424636831,5.902570404136652,0.13299647208578028,3.4805283395143474
7.729606244693555,-8.940730565234443,5.902641605097532,0.13528936743294795,3.4460470484708106
7.764563641267384,-8.940557159007614,5.902713225852869,0.13791631096552057,3.4120163465175497
7.799499046854723,-8.940384074602374,5.90278531446795,0.14087882284903983,3.3784548146884217
7.8344081785539545,-8.940211358933269,5.90285791900806,0.1441786635989967,3.345381946994235
7.869286869491619,-8.940039058914847,5.9029310875384855,0.14781782695584283,3.3128198123853823
7.904131081189218,-8.939867221461657,5.903004868124514,0.15179853184789935,3.280793777549226
7.938936916135276,-8.939695893488251,5.9030793088314315,0.15612321334855409,3.2493323880406653
7.973700630580339,-8.939525121909172,5.903154457724524,0.16079451252423282,3.218466627719362
8.008418647571668,-8.939354953638972,5.903230362869078,0.16581526505985134,3.1882288266923617
8.043087570242868,-8.939185435592199,5.90330707233038,0.171188488538959,3.158651474164782
8.077704195372304,-8.939016614683402,5.903384634173716,0.17691736824669832,3.1297661350848713
8.112265527222334,-8.938848537827127,5.903463096464373,0.1830052413551895,3.1016025928369713
8.146768791669396,-8.938681251937926,5.9035425072676375,0.1894555793432417,3.0741882659795627
8.18121145063268,-8.938514803930344,5.903622914648796,0.19627196849566347,3.0475478895821775
8.215591216806528,-8.938349240718932,5.903704366673134,0.20345808832222878,3.021703417229012
8.249906068698692,-8.938184609218238,5.9037869114059385,0.21101768773288906,2.996674087194098
8.284154265973333,-8.938020956342811,5.903870596912497,0.2189545588045764,2.972476599949541
8.318334365093767,-8.937858329007199,5.903955471258093,0.22727250797643897,2.9491253666304225
8.352445235255908,-8.93769677412595,5.9040415825080155,0.23597532451506165,2.9266328025048445
8.386486074598599,-8.937536338613613,5.904128978727551,0.2450667460998505,2.905009650847453
8.42045642667189,-8.937377069384738,5.904217707981983,0.2545504213919593,2.884265327745289
8.454356197138697,-8.93721901335387,5.904307818336601,0.26442986946860086,2.864408275791357
8.488185670679062,-8.93706221743556,5.904399357856691,0.27470843602906286,2.845446304451492
8.521945528059458,-8.936906728544356,5.904492374607537,0.28538924631000173,2.8273868791823187
8.555636863322418,-8.936752593594807,5.904586916654429,0.2964751546864374,2.8102373039860895
