# 2025-04-25 03:55:41
# b31424b7fbb00b981aa6a1f5d45f886e
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m
9.179999999999999716e+00;9.021351504795646292e+00;1.306038264394814297e+00;5.780349448701560533e-01;5.267063830930571733e-01;2.650514845195936164e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.269999999999999574e+00;9.095065634882272931e+00;1.357656142828915780e+00;6.249933710245443308e-01;5.107990156640762613e-01;2.648584318978129737e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.359999999999999432e+00;9.166380577114605188e+00;1.412543110158425375e+00;6.699787676896895583e-01;4.882833905634043070e-01;2.651640663430245848e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.449999999999999289e+00;9.235214093978541428e+00;1.470514336777849485e+00;7.128843813259568840e-01;4.656504143933912765e-01;2.660073139293593236e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.539999999999999147e+00;9.301563465801491404e+00;1.531312477157762419e+00;7.537958422804997838e-01;4.443077934706640697e-01;2.673855229781997078e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.629999999999999005e+00;9.365494297469222573e+00;1.594650042227447440e+00;7.928597841506763721e-01;4.241134261050465426e-01;2.692603556421143907e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.719999999999998863e+00;9.426947228515793142e+00;1.660396137990123755e+00;8.301362589794081259e-01;4.051229599195069753e-01;2.716118517114954667e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.810000000000000497e+00;9.485985077268988874e+00;1.728318708780176571e+00;8.657819169361884448e-01;3.878904347363905103e-01;2.743990210978453970e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.900000000000000355e+00;9.542685999195969160e+00;1.798205661880928563e+00;8.999565372319588974e-01;3.718767718982043391e-01;2.775858530283951797e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
9.990000000000000213e+00;9.596954909728992789e+00;1.869997898627350219e+00;9.327197358778649416e-01;3.573731288555039853e-01;2.811672780222580492e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.008000000000000007e+01;9.648962926434919041e+00;1.943444156898006314e+00;9.642837004259501299e-01;3.445333020661616175e-01;2.850946955337983368e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.016999999999999993e+01;9.698659947594610031e+00;2.018474317583964339e+00;9.947357302497739084e-01;3.329822418111252347e-01;2.893513055979344273e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.025999999999999979e+01;9.746104208721016349e+00;2.094948583367052031e+00;1.024220503951951855e+00;3.229744282565079061e-01;2.938991804679178088e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.034999999999999964e+01;9.791345911162382620e+00;2.172746954742916792e+00;1.052871127335945012e+00;3.142670652877059823e-01;2.987010177941301414e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.043999999999999950e+01;9.834335372301358902e+00;2.251812061985847269e+00;1.080788575703738985e+00;3.069693846713938967e-01;3.037326333770958176e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.052999999999999936e+01;9.875197489085564939e+00;2.331997698761175908e+00;1.108125616576796091e+00;3.010177030903058437e-01;3.089608254239227580e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.061999999999999922e+01;9.913811392272025458e+00;2.413290070741435311e+00;1.134971762259993966e+00;2.963754262889137792e-01;3.143784139412472811e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.070999999999999908e+01;9.950301124692517263e+00;2.495557429465857346e+00;1.161473193308800056e+00;2.930515241536397752e-01;3.199455050401140976e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.079999999999999893e+01;9.984595248089933150e+00;2.578764423093675262e+00;1.187721036607649161e+00;2.901905965162461243e-01;3.256110415733386887e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.088999999999999879e+01;1.001670209154696778e+01;2.662839281615354992e+00;1.213707500681724838e+00;2.865849743282096185e-01;3.312929622348724568e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.098000000000000043e+01;1.004667805174005935e+01;2.747697855107638976e+00;1.239306331986727017e+00;2.814462859140016704e-01;3.369096899180649807e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.107000000000000028e+01;1.007443676400849952e+01;2.833307449519105070e+00;1.264367832146245263e+00;2.752885301005303376e-01;3.423929831012006986e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
1.116000000000000014e+01;1.010012154968656617e+01;2.919561683851094269e+00;1.288858267404823010e+00;2.685911643770442225e-01;3.477140317359072252e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
