# 2025-05-05 20:54:53
# 65a379ab274562b0a51ef68ec8f82942
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m
6.029999999999999361e+00;6.093989134848126987e+00;8.292307344221795384e-01;7.351124917531137726e-02;-1.071408740030355133e-02;6.735975629717567692e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.120000000000000107e+00;6.183750407859995413e+00;8.357815481077145447e-01;7.252135238654489058e-02;-1.128731693769119415e-02;6.686398913550661405e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.209999999999999964e+00;6.273518454680903744e+00;8.422388621273145803e-01;7.147953212652691235e-02;-1.185485127175728293e-02;6.630298570759800114e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.299999999999999822e+00;6.363293296226514073e+00;8.486010008083343381e-01;7.038747915762888496e-02;-1.241646599768997383e-02;6.567635288506896707e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.389999999999999680e+00;6.453075243729518462e+00;8.548620679564502556e-01;6.924456824694269486e-02;-1.298571548111104867e-02;6.498174153114837814e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.479999999999999538e+00;6.542864626172049114e+00;8.610155767631254564e-01;6.805005037102862531e-02;-1.354936413201701662e-02;6.421776143309063656e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.569999999999999396e+00;6.632661387863680424e+00;8.670604316826858726e-01;6.680568270317976953e-02;-1.410662716834265584e-02;6.338778182113218307e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.660000000000000142e+00;6.722465799434589329e+00;8.729905628733028999e-01;6.551085748072704718e-02;-1.467136070168950646e-02;6.249356112788332140e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.750000000000000000e+00;6.812278146369515675e+00;8.787992550349755794e-01;6.416483777687576051e-02;-1.523031578602540570e-02;6.153868046896473487e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.839999999999999858e+00;6.902098300671515752e+00;8.844859261441615494e-01;6.276940063924252300e-02;-1.578295575627458591e-02;6.053088760319397466e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.929999999999999716e+00;6.991926492810494054e+00;8.900441985886177187e-01;6.132390574074619849e-02;-1.634260313682373011e-02;5.947526720311230086e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.019999999999999574e+00;7.081762939569625992e+00;8.954673944046881440e-01;5.982773207461411502e-02;-1.689599917610107305e-02;5.837602035287639879e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.109999999999999432e+00;7.171607448227738324e+00;9.007553287851476354e-01;5.828262588904786767e-02;-1.744373114901742738e-02;5.723833575794690098e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.199999999999999289e+00;7.261460210850843922e+00;9.059011246111018378e-01;5.668786046779095145e-02;-1.767981971199866775e-02;5.606766005159339095e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.290000000000000036e+00;7.351321347297816722e+00;9.108985218379711535e-01;5.510025834088816410e-02;-1.521089281210241673e-02;5.487623097599496624e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.379999999999999893e+00;7.441189985438914078e+00;9.157592346290923668e-01;5.394989976161257417e-02;-6.697242796754321326e-03;5.368167328821262352e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.469999999999999751e+00;7.531061319281750599e+00;9.205699836528380420e-01;5.389475463747261941e-02;7.585517618134862694e-03;5.250045332022001077e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.559999999999999609e+00;7.620927947363437482e+00;9.254676097170831950e-01;5.531529293287684723e-02;2.392798075923380230e-02;5.134371345388038854e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.649999999999999467e+00;7.710782562644227234e+00;9.305803316571868988e-01;5.820179117413459835e-02;4.044683705283480535e-02;5.021554816030566748e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
7.739999999999999325e+00;7.800616263573421527e+00;9.360475538784532867e-01;6.259572360238729871e-02;5.721128085901000526e-02;4.911973910332626758e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
