# 2025-05-05 20:53:47
# 200b3284d5890f09b2bd52dbd4eb2559
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m
3.060000000000000053e+00;4.735529951580512709e+00;-8.608319392130750813e+00;1.468751865668989964e+00;1.290318454700845052e-02;4.500000000000001776e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
3.149999999999999911e+00;4.744625667258650203e+00;-8.518780200217960896e+00;1.469927570573712927e+00;1.322532052319402851e-02;4.500000000000001776e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
3.239999999999999769e+00;4.753613544225207654e+00;-8.429230120173807350e+00;1.471132423363165742e+00;1.354646487309629777e-02;4.500000000000001776e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
3.330000000000000071e+00;4.762492988658926230e+00;-8.339669223014949395e+00;1.472365934250870367e+00;1.386946812069744794e-02;4.500000000000001776e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
3.419999999999999929e+00;4.771258361657308988e+00;-8.250097090571406611e+00;1.473628927624890395e+00;1.419154284448076453e-02;4.500000000000001776e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
3.509999999999999787e+00;4.779911128320351033e+00;-8.160514009758545129e+00;1.474920411962876265e+00;1.451552772204145469e-02;4.500000000000001776e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
3.599999999999999645e+00;4.788443491236765048e+00;-8.070919381676430859e+00;1.476241722614858531e+00;1.483863912152472153e-02;4.500000000000001776e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
3.689999999999999947e+00;4.796859137092226888e+00;-7.981313714693176742e+00;1.477591367004750467e+00;1.516371592088816556e-02;4.500000000000001776e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
3.779999999999999805e+00;4.805147942698468455e+00;-7.891696226185399787e+00;1.478971191480617620e+00;1.548834077106953089e-02;4.500000000000001776e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
3.869999999999999662e+00;4.813315690797446145e+00;-7.802067623477340952e+00;1.480379268343543941e+00;1.581424110933227212e-02;4.500000000000001776e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
3.959999999999999964e+00;4.821350641519740243e+00;-7.712427018577126425e+00;1.481817754880298210e+00;1.614113232689540212e-02;4.500000000000001776e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
4.049999999999999822e+00;4.829259106326609263e+00;-7.622775166967726612e+00;1.483284672162384688e+00;1.646730317916045294e-02;4.500000000000001776e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
4.139999999999999680e+00;4.837030422645229422e+00;-7.533111322753986094e+00;1.484781869452546310e+00;1.679554342901035113e-02;4.500000000000001776e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
4.229999999999999538e+00;4.844668938340396025e+00;-7.443436068783070070e+00;1.486307869979606622e+00;1.712309318980764772e-02;4.500000000000001776e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
4.320000000000000284e+00;4.852166024586276549e+00;-7.353748879893550416e+00;1.487864026226711545e+00;1.745277740657513732e-02;4.499999999999999112e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
4.410000000000000142e+00;4.859523872516025023e+00;-7.264050162156393320e+00;1.489449369912790644e+00;1.778179300088744696e-02;4.499999999999989342e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
4.500000000000000000e+00;4.866736083913045796e+00;-7.174339616517585227e+00;1.491064748966871356e+00;1.811301130978648644e-02;4.499999999999952038e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
4.589999999999999858e+00;4.873802489745459710e+00;-7.084617469830019054e+00;1.492709711948552176e+00;1.844357486939074420e-02;4.499999999999831246e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
4.679999999999999716e+00;4.880719130159021368e+00;-6.994883652784447570e+00;1.494384592443362081e+00;1.877641236825944304e-02;4.499999999999461764e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
4.769999999999999574e+00;4.887483261266134527e+00;-6.905138212469781323e+00;1.496089466174838734e+00;1.910860100982780807e-02;4.499999999998404832e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
4.859999999999999432e+00;4.894093581158785788e+00;-6.815381311010004772e+00;1.497824140625130696e+00;1.944313753157622671e-02;4.499999999995613287e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
4.950000000000000178e+00;4.900544544236605127e+00;-6.725612817310174130e+00;1.499589230930522987e+00;1.977702311701179383e-02;4.499999999988426147e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
5.040000000000000036e+00;4.906837738841350216e+00;-6.635833124421129270e+00;1.501384004786192605e+00;2.011333297151018940e-02;4.499999999971334930e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
5.129999999999999893e+00;4.912964577780159381e+00;-6.546041927033892094e+00;1.503209630865394608e+00;2.044898185028642956e-02;4.499999999930841099e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
5.219999999999999751e+00;4.918929785502674790e+00;-6.456239846144695704e+00;1.505064821519244589e+00;2.078713354588757056e-02;4.499999999842370535e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
5.309999999999999609e+00;4.924721479520770551e+00;-6.366426408888045785e+00;1.506951314903654193e+00;2.112460627911083577e-02;4.499999999646422388e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
5.399999999999999467e+00;4.930347780582376771e+00;-6.276602458433782061e+00;1.508867250649484681e+00;2.146466222264287182e-02;4.499999999247350502e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
5.490000000000000213e+00;4.935793242637159572e+00;-6.186767364038076700e+00;1.510814954103729235e+00;2.180567183283699251e-02;4.499999998412206992e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
5.580000000000000071e+00;4.941067914856163590e+00;-6.096922081501709556e+00;1.512792271579394665e+00;2.214602946480148660e-02;4.499999996795998491e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
5.669999999999999929e+00;4.946157733462158035e+00;-6.007066137158956209e+00;1.514801239407393751e+00;2.248902644400452289e-02;4.499999993616535576e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
5.759999999999999787e+00;4.951069585495442738e+00;-5.917200290950360930e+00;1.516840296339315941e+00;2.283133257491698487e-02;4.499999987705340487e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
5.849999999999999645e+00;4.955792689655869943e+00;-5.827324326261807741e+00;1.518910879270878311e+00;2.317636169266457102e-02;4.499999976681464453e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
5.939999999999999503e+00;4.960330462180577271e+00;-5.737438816280132414e+00;1.521012041443995599e+00;2.352065499986721875e-02;4.499999956893891984e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.029999999999999361e+00;4.964675718982555885e+00;-5.647543792752440339e+00;1.523144597170855263e+00;2.386775470256274900e-02;4.499999921674635139e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.120000000000000107e+00;4.968828083184898325e+00;-5.557639655558535452e+00;1.525308237290456503e+00;2.421406559561845029e-02;4.499999860393202766e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.209999999999999964e+00;4.972784298722456420e+00;-5.467726671716528486e+00;1.527503128978065838e+00;2.456326661463670291e-02;4.499999755731666440e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.299999999999999822e+00;4.976539856157166319e+00;-5.377805085887820802e+00;1.529729625281090577e+00;2.491161785258633188e-02;4.499999578604444217e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.389999999999999680e+00;4.980095775751072651e+00;-5.287875382424314985e+00;1.531987220191531662e+00;2.526294278734475540e-02;4.499999286884302840e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.479999999999999538e+00;4.983443058568707507e+00;-5.197937674024683652e+00;1.534276954982813024e+00;2.561334908235757268e-02;4.499998804193845459e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.569999999999999396e+00;4.986587367319665454e+00;-5.107992639045671801e+00;1.536597623026356274e+00;2.596681196319572393e-02;4.499998030002711147e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.660000000000000142e+00;4.989514838880452885e+00;-5.018040287204623695e+00;1.538950981136188112e+00;2.631959325484878320e-02;4.499996757738297326e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.750000000000000000e+00;4.992235780104774534e+00;-4.928081450467511893e+00;1.541335149812228522e+00;2.667488539759865773e-02;4.499994726210791107e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.839999999999999858e+00;4.994732218465396834e+00;-4.838116104158420860e+00;1.543752460507755941e+00;2.703154947598207514e-02;4.499991354280359346e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
6.929999999999999716e+00;4.997016074768859895e+00;-4.748145113042535392e+00;1.546200828717905651e+00;2.738715595342888776e-02;4.499985970527564660e+00;0.000000000000000000e+00;7.500000000000000000e-01;7.500000000000000000e-01
